0.6931216931216931,0.8426966292134831,0.9019607843137255
broj,postotak
2,1.0
3,1.0
4,1.0
5,0.8
6,0.8
7,0.7142857142857143
8,0.7142857142857143
9,0.6666666666666666
10,0.7
11,0.7272727272727273
12,0.75
13,0.7692307692307693
14,0.7692307692307693
15,0.7333333333333333
16,0.75
17,0.7647058823529411
18,0.7777777777777778
19,0.7894736842105263
20,0.8
21,0.8095238095238095
22,0.8095238095238095
23,0.782608695652174
24,0.782608695652174
25,0.782608695652174
26,0.7307692307692307
27,0.7307692307692307
28,0.7142857142857143
29,0.7241379310344828
30,0.7333333333333333
31,0.7419354838709677
32,0.75
33,0.7575757575757576
34,0.7575757575757576
35,0.7428571428571429
36,0.75
37,0.7567567567567568
38,0.7631578947368421
39,0.7692307692307693
40,0.7692307692307693
41,0.7692307692307693
42,0.7380952380952381
43,0.7441860465116279
44,0.7441860465116279
45,0.7333333333333333
46,0.7391304347826086
47,0.7446808510638298
48,0.75
49,0.7551020408163265
50,0.76
51,0.7647058823529411
52,0.7692307692307693
53,0.7735849056603774
54,0.7777777777777778
55,0.7818181818181819
56,0.7857142857142857
57,0.7894736842105263
58,0.7894736842105263
59,0.7796610169491526
60,0.7833333333333333
61,0.7833333333333333
62,0.7741935483870968
63,0.7777777777777778
64,0.7777777777777778
65,0.7692307692307693
66,0.7727272727272727
67,0.7727272727272727
68,0.7727272727272727
69,0.7536231884057971
70,0.7571428571428571
71,0.7605633802816901
72,0.7638888888888888
73,0.7671232876712328
74,0.7702702702702703
75,0.7733333333333333
76,0.7763157894736842
77,0.7792207792207793
78,0.782051282051282
79,0.7848101265822784
80,0.7875
81,0.7901234567901234
82,0.7926829268292683
83,0.7951807228915663
84,0.7976190476190477
85,0.8
86,0.8023255813953488
87,0.8045977011494253
88,0.8068181818181818
89,0.8089887640449438
90,0.8089887640449438
91,0.8089887640449438
92,0.7934782608695652
93,0.7956989247311828
94,0.7956989247311828
95,0.7894736842105263
96,0.7894736842105263
97,0.7835051546391752
98,0.7857142857142857
99,0.7878787878787878
100,0.79
101,0.7920792079207921
102,0.7941176470588235
103,0.7961165048543689
104,0.7961165048543689
105,0.7904761904761904
106,0.7904761904761904
107,0.7850467289719626
108,0.7870370370370371
109,0.7889908256880734
110,0.7909090909090909
111,0.7927927927927928
112,0.7946428571428571
113,0.7964601769911505
114,0.7964601769911505
115,0.7964601769911505
116,0.7964601769911505
117,0.7777777777777778
118,0.7796610169491526
119,0.7815126050420168
120,0.7833333333333333
121,0.7851239669421488
122,0.7868852459016393
123,0.7886178861788617
124,0.7886178861788617
125,0.784
126,0.7857142857142857
127,0.7857142857142857
128,0.78125
129,0.7829457364341085
130,0.7846153846153846
131,0.7862595419847328
132,0.7878787878787878
133,0.7878787878787878
134,0.7835820895522388
135,0.7851851851851852
136,0.7867647058823529
137,0.7883211678832117
138,0.7898550724637681
139,0.7913669064748201
140,0.7928571428571428
141,0.7943262411347518
142,0.7943262411347518
143,0.7902097902097902
144,0.7916666666666666
145,0.7931034482758621
146,0.7931034482758621
147,0.7891156462585034
148,0.7905405405405406
149,0.7919463087248322
150,0.7919463087248322
151,0.7880794701986755
152,0.7894736842105263
153,0.7908496732026143
154,0.7922077922077922
155,0.7922077922077922
156,0.7884615384615384
157,0.7898089171974523
158,0.7911392405063291
159,0.7911392405063291
160,0.7875
161,0.7888198757763976
162,0.7888198757763976
163,0.7852760736196319
164,0.7852760736196319
165,0.7818181818181819
166,0.7831325301204819
167,0.7831325301204819
168,0.7797619047619048
169,0.7810650887573964
170,0.7810650887573964
171,0.7777777777777778
172,0.7777777777777778
173,0.7745664739884393
174,0.7758620689655172
175,0.7771428571428571
176,0.7784090909090909
177,0.7796610169491526
178,0.7796610169491526
179,0.776536312849162
180,0.7777777777777778
181,0.7790055248618785
182,0.7802197802197802
183,0.7814207650273224
184,0.782608695652174
185,0.7837837837837838
186,0.7849462365591398
187,0.786096256684492
188,0.786096256684492
189,0.786096256684492
190,0.786096256684492
191,0.774869109947644
192,0.7760416666666666
193,0.7772020725388601
194,0.7783505154639175
195,0.7794871794871795
196,0.7806122448979592
197,0.7817258883248731
198,0.7828282828282829
199,0.7839195979899497
200,0.785
201,0.7860696517412935
202,0.7871287128712872
203,0.7881773399014779
204,0.7881773399014779
205,0.7853658536585366
206,0.7864077669902912
207,0.7864077669902912
208,0.7836538461538461
209,0.7836538461538461
210,0.780952380952381
211,0.7819905213270142
212,0.7830188679245284
213,0.784037558685446
214,0.7850467289719626
215,0.786046511627907
216,0.7870370370370371
217,0.7880184331797235
218,0.7889908256880734
219,0.7889908256880734
220,0.7863636363636364
221,0.7873303167420814
222,0.7873303167420814
223,0.7847533632286996
224,0.7857142857142857
225,0.7866666666666666
226,0.7876106194690266
227,0.788546255506608
228,0.7894736842105263
229,0.7903930131004366
230,0.7913043478260869
231,0.7922077922077922
232,0.7931034482758621
233,0.7939914163090128
234,0.7948717948717948
235,0.7957446808510639
236,0.7966101694915254
237,0.7974683544303798
238,0.7983193277310925
239,0.799163179916318
240,0.799163179916318
241,0.7966804979253111
242,0.7975206611570248
243,0.7983539094650206
244,0.7991803278688525
245,0.8
246,0.8008130081300813
247,0.8016194331983806
248,0.8024193548387096
249,0.8032128514056225
250,0.8032128514056225
251,0.8007968127490039
252,0.8007968127490039
253,0.7984189723320159
254,0.7984189723320159
255,0.796078431372549
256,0.796875
257,0.7976653696498055
258,0.7984496124031008
259,0.7984496124031008
260,0.7984496124031008
261,0.7931034482758621
262,0.7938931297709924
263,0.7946768060836502
264,0.7954545454545454
265,0.7962264150943397
266,0.7962264150943397
267,0.7940074906367042
268,0.7947761194029851
269,0.7955390334572491
270,0.7955390334572491
271,0.7933579335793358
272,0.7941176470588235
273,0.7948717948717948
274,0.7956204379562044
275,0.7956204379562044
276,0.7934782608695652
277,0.7942238267148014
278,0.7942238267148014
279,0.7921146953405018
280,0.7921146953405018
281,0.7900355871886121
282,0.7907801418439716
283,0.7915194346289752
284,0.7922535211267606
285,0.7929824561403509
286,0.7937062937062938
287,0.7937062937062938
288,0.7916666666666666
289,0.7923875432525952
290,0.7931034482758621
291,0.7931034482758621
292,0.791095890410959
293,0.7918088737201365
294,0.7925170068027211
295,0.7932203389830509
296,0.793918918918919
297,0.7946127946127947
298,0.7953020134228188
299,0.7959866220735786
300,0.7966666666666666
301,0.7966666666666666
302,0.7947019867549668
303,0.7953795379537953
304,0.7960526315789473
305,0.7967213114754098
306,0.7973856209150327
307,0.7980456026058632
308,0.7980456026058632
309,0.7980456026058632
310,0.7935483870967742
311,0.7942122186495176
312,0.7948717948717948
313,0.7955271565495208
314,0.7961783439490446
315,0.7968253968253968
316,0.7974683544303798
317,0.7981072555205048
318,0.7987421383647799
319,0.799373040752351
320,0.8
321,0.8006230529595015
322,0.8012422360248447
323,0.8018575851393189
324,0.8024691358024691
325,0.803076923076923
326,0.803680981595092
327,0.8042813455657493
328,0.8048780487804879
329,0.8054711246200608
330,0.806060606060606
331,0.8066465256797583
332,0.8072289156626506
333,0.8078078078078078
334,0.8083832335329342
335,0.808955223880597
336,0.8095238095238095
337,0.8095238095238095
338,0.8076923076923077
339,0.8082595870206489
340,0.8088235294117647
341,0.8088235294117647
342,0.8070175438596491
343,0.8075801749271136
344,0.8081395348837209
345,0.8081395348837209
346,0.8063583815028902
347,0.8069164265129684
348,0.8074712643678161
349,0.8074712643678161
350,0.8057142857142857
351,0.8062678062678063
352,0.8062678062678063
353,0.8045325779036827
354,0.8050847457627118
355,0.8050847457627118
356,0.8033707865168539
357,0.803921568627451
358,0.8044692737430168
359,0.8050139275766016
360,0.8055555555555556
361,0.8060941828254847
362,0.8066298342541437
363,0.8071625344352618
364,0.8076923076923077
365,0.8082191780821918
366,0.8087431693989071
367,0.8087431693989071
368,0.8070652173913043
369,0.8075880758807588
370,0.8075880758807588
371,0.8059299191374663
372,0.8064516129032258
373,0.8064516129032258
374,0.8048128342245989
375,0.8053333333333333
376,0.8058510638297872
377,0.8063660477453581
378,0.8068783068783069
379,0.8073878627968337
380,0.8078947368421052
381,0.8083989501312336
382,0.8089005235602095
383,0.8093994778067886
384,0.8098958333333334
385,0.8103896103896104
386,0.810880829015544
387,0.8113695090439277
388,0.8113695090439277
389,0.8113695090439277
390,0.8076923076923077
391,0.8081841432225064
392,0.8081841432225064
393,0.806615776081425
394,0.8071065989847716
395,0.8075949367088607
396,0.8080808080808081
397,0.8085642317380353
398,0.8090452261306532
399,0.8095238095238095
400,0.81
401,0.81
402,0.8084577114427861
403,0.8089330024813896
404,0.8094059405940595
405,0.8094059405940595
406,0.8078817733990148
407,0.8078817733990148
408,0.8078817733990148
409,0.8078817733990148
410,0.8078817733990148
411,0.8004866180048662
412,0.8009708737864077
413,0.801452784503632
414,0.8019323671497585
415,0.8024096385542169
416,0.8028846153846154
417,0.8028846153846154
418,0.8014354066985646
419,0.8014354066985646
420,0.8
421,0.8004750593824228
422,0.8009478672985783
423,0.8009478672985783
424,0.7995283018867925
425,0.8
426,0.8004694835680751
427,0.8009367681498829
428,0.8014018691588785
429,0.8018648018648019
430,0.8023255813953488
431,0.802784222737819
432,0.8032407407407407
433,0.8036951501154734
434,0.804147465437788
435,0.8045977011494253
436,0.805045871559633
437,0.8054919908466819
438,0.8054919908466819
439,0.8041002277904328
440,0.8041002277904328
441,0.8027210884353742
442,0.8027210884353742
443,0.8027210884353742
444,0.7995495495495496
445,0.7995495495495496
446,0.7995495495495496
447,0.796420581655481
448,0.796875
449,0.7973273942093542
450,0.7977777777777778
451,0.7977777777777778
452,0.7964601769911505
453,0.7969094922737306
454,0.7973568281938326
455,0.7978021978021979
456,0.7978021978021979
457,0.7964989059080962
458,0.7969432314410481
459,0.7973856209150327
460,0.7978260869565217
461,0.7982646420824295
462,0.7987012987012987
463,0.7991360691144709
464,0.7991360691144709
465,0.7978494623655914
466,0.7982832618025751
467,0.7987152034261242
468,0.7991452991452992
469,0.7995735607675906
470,0.8
471,0.8004246284501062
472,0.8008474576271186
473,0.8012684989429175
474,0.8012684989429175
475,0.8
476,0.8004201680672269
477,0.80083857442348
478,0.80083857442348
479,0.7995824634655533
480,0.8
481,0.8004158004158004
482,0.8008298755186722
483,0.8012422360248447
484,0.8016528925619835
485,0.8020618556701031
486,0.8024691358024691
487,0.8028747433264887
488,0.8028747433264887
489,0.8016359918200409
490,0.8020408163265306
491,0.8024439918533605
492,0.8028455284552846
493,0.8032454361054767
494,0.8036437246963563
495,0.804040404040404
496,0.8044354838709677
497,0.8048289738430584
498,0.8052208835341366
499,0.8052208835341366
500,0.8052208835341366
501,0.8052208835341366
502,0.8007968127490039
503,0.8011928429423459
504,0.8015873015873016
505,0.801980198019802
506,0.8023715415019763
507,0.8027613412228797
508,0.8031496062992126
509,0.8035363457760314
510,0.803921568627451
511,0.8043052837573386
512,0.8046875
513,0.8050682261208577
514,0.8050682261208577
515,0.8050682261208577
516,0.8023255813953488
517,0.8027079303675049
518,0.803088803088803
519,0.8034682080924855
520,0.8038461538461539
521,0.8042226487523992
522,0.8045977011494253
523,0.8049713193116634
524,0.8053435114503816
525,0.8057142857142857
526,0.8060836501901141
527,0.8064516129032258
528,0.8064516129032258
529,0.8052930056710775
530,0.8056603773584906
531,0.8060263653483992
532,0.806390977443609
533,0.8067542213883677
534,0.8067542213883677
535,0.805607476635514
536,0.8059701492537313
537,0.8063314711359404
538,0.8066914498141264
539,0.8070500927643784
540,0.8074074074074075
541,0.8077634011090573
542,0.8081180811808119
543,0.8084714548802947
544,0.8088235294117647
545,0.8091743119266055
546,0.8095238095238095
547,0.8098720292504571
548,0.8102189781021898
549,0.8105646630236795
550,0.8109090909090909
551,0.8112522686025408
552,0.8112522686025408
553,0.810126582278481
554,0.8104693140794224
555,0.8104693140794224
556,0.8093525179856115
557,0.8096947935368043
558,0.8100358422939068
559,0.8100358422939068
560,0.8089285714285714
561,0.8089285714285714
562,0.8078291814946619
563,0.8081705150976909
564,0.8085106382978723
565,0.8088495575221238
566,0.8088495575221238
567,0.8077601410934744
568,0.8080985915492958
569,0.8080985915492958
570,0.8080985915492958
571,0.8056042031523643
572,0.8059440559440559
573,0.806282722513089
574,0.8066202090592335
575,0.8069565217391305
576,0.8072916666666666
577,0.8076256499133448
578,0.8079584775086506
579,0.8082901554404145
580,0.8086206896551724
581,0.8089500860585198
582,0.8092783505154639
583,0.8096054888507719
584,0.809931506849315
585,0.809931506849315
586,0.8088737201365188
587,0.8091993185689949
588,0.8095238095238095
589,0.8098471986417657
590,0.8101694915254237
591,0.8104906937394247
592,0.8108108108108109
593,0.8108108108108109
594,0.8097643097643098
595,0.8100840336134454
596,0.8104026845637584
597,0.8107202680067002
598,0.8110367892976589
599,0.8113522537562604
600,0.8116666666666666
601,0.8119800332778702
602,0.8122923588039868
603,0.8122923588039868
604,0.8112582781456954
605,0.8115702479338843
606,0.8118811881188119
607,0.8118811881188119
608,0.8108552631578947
609,0.8111658456486043
610,0.8111658456486043
611,0.8111658456486043
612,0.8111658456486043
613,0.8075040783034257
614,0.8078175895765473
615,0.808130081300813
616,0.8084415584415584
617,0.8087520259319287
618,0.8090614886731392
619,0.8093699515347335
620,0.8096774193548387
621,0.8099838969404187
622,0.8102893890675241
623,0.8105939004815409
624,0.8108974358974359
625,0.8112
626,0.8112
627,0.810207336523126
628,0.810207336523126
629,0.810207336523126
630,0.807936507936508
631,0.8082408874801902
632,0.8082408874801902
633,0.8072669826224329
634,0.807570977917981
635,0.8078740157480315
636,0.8081761006289309
637,0.8084772370486656
638,0.8084772370486656
639,0.8075117370892019
640,0.8078125
641,0.8081123244929798
642,0.8084112149532711
643,0.8087091757387247
644,0.8090062111801242
645,0.8093023255813954
646,0.8093023255813954
647,0.8083462132921174
648,0.808641975308642
649,0.8089368258859785
650,0.8089368258859785
651,0.8079877112135176
652,0.808282208588957
653,0.8085758039816233
654,0.808868501529052
655,0.8091603053435115
656,0.8094512195121951
657,0.8097412480974124
658,0.8100303951367781
659,0.8103186646433991
660,0.8106060606060606
661,0.81089258698941
662,0.8111782477341389
663,0.8114630467571644
664,0.8117469879518072
665,0.8120300751879699
666,0.8123123123123123
667,0.8123123123123123
668,0.811377245508982
669,0.8116591928251121
670,0.8119402985074626
671,0.812220566318927
672,0.8125
673,0.812778603268945
674,0.8130563798219584
675,0.8133333333333334
676,0.8136094674556213
677,0.8136094674556213
678,0.8126843657817109
679,0.812960235640648
680,0.8132352941176471
681,0.8135095447870778
682,0.8137829912023461
683,0.8140556368960469
684,0.814327485380117
685,0.8145985401459854
686,0.814868804664723
687,0.8151382823871907
688,0.815406976744186
689,0.8156748911465893
690,0.8159420289855073
691,0.8159420289855073
692,0.8159420289855073
693,0.8138528138528138
694,0.8141210374639769
695,0.814388489208633
696,0.8146551724137931
697,0.8149210903873745
698,0.8151862464183381
699,0.8154506437768241
700,0.8157142857142857
701,0.8159771754636234
702,0.8162393162393162
703,0.8165007112375533
704,0.8167613636363636
705,0.8170212765957446
706,0.8172804532577904
707,0.8175388967468176
708,0.8177966101694916
709,0.8180535966149506
710,0.8183098591549296
711,0.8185654008438819
712,0.8188202247191011
713,0.8190743338008415
714,0.819327731092437
715,0.819327731092437
716,0.8184357541899442
717,0.8186889818688982
718,0.8186889818688982
719,0.8178025034770514
720,0.8180555555555555
721,0.8180555555555555
722,0.817174515235457
723,0.817174515235457
724,0.8162983425414365
725,0.8165517241379311
726,0.8168044077134986
727,0.8170563961485557
728,0.8173076923076923
729,0.8175582990397805
730,0.8178082191780822
731,0.8180574555403557
732,0.8183060109289617
733,0.8185538881309686
734,0.8188010899182562
735,0.819047619047619
736,0.8192934782608695
737,0.819538670284939
738,0.8197831978319783
739,0.8200270635994588
740,0.8202702702702702
741,0.8205128205128205
742,0.8207547169811321
743,0.8209959623149394
744,0.821236559139785
745,0.821236559139785
746,0.8203753351206434
747,0.820615796519411
748,0.820855614973262
749,0.820855614973262
750,0.82
751,0.8202396804260985
752,0.8204787234042553
753,0.8207171314741036
754,0.8209549071618037
755,0.8211920529801324
756,0.8214285714285714
757,0.821664464993395
758,0.821664464993395
759,0.8208168642951251
760,0.8210526315789474
761,0.8212877792378449
762,0.821522309711286
763,0.8217562254259502
764,0.8219895287958116
765,0.8222222222222222
766,0.8224543080939948
767,0.8226857887874837
768,0.8229166666666666
769,0.823146944083225
770,0.8233766233766234
771,0.8236057068741893
772,0.8238341968911918
773,0.8240620957309185
774,0.8242894056847545
775,0.824516129032258
776,0.8247422680412371
777,0.824967824967825
778,0.8251928020565553
779,0.8251928020565553
780,0.8243589743589743
781,0.8243589743589743
782,0.8235294117647058
783,0.8237547892720306
784,0.8239795918367347
785,0.824203821656051
786,0.8244274809160306
787,0.8246505717916137
788,0.8248730964467005
789,0.8250950570342205
790,0.8253164556962025
791,0.8255372945638433
792,0.8257575757575758
793,0.8259773013871374
794,0.8261964735516373
795,0.8264150943396227
796,0.8266331658291457
797,0.8268506900878294
798,0.8268506900878294
799,0.8260325406758448
800,0.82625
